case_id,activity,previous_activity,previous_resource,decision_timestamp,candidate_count,shortlist_count,shortlist_resources,valid_bid_count,accepted_bid_count,bid_score_range,proposed_resource,executed_resource,proposal_accepted,selection_rule,bid_indices,execution_timestamp
3,Applicant completes form,Return application back to applicant,Clerk-000004,2023-04-20 09:39:20.323323507+00:00,1,1,Applicant-000001,1,1,0.0,Applicant-000001,,,highest_valid_agent_bid,[28],
4,Check application form completeness,,,2023-04-20 10:00:00+00:00,8,2,Clerk-000006|Clerk-000008,2,2,0.0014720000000000288,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,"[29, 30]",2023-04-20 10:00:00+00:00
2,Check application form completeness,Applicant completes form,Applicant-000001,2023-04-20 10:16:05.253422781+00:00,8,2,Clerk-000008|Clerk-000007,2,2,0.003679999999999961,Clerk-000008,Clerk-000008,true,highest_valid_agent_bid,"[31, 32]",2023-04-20 10:16:05.253422781+00:00
1,Assess loan risk,AML check,AML Investigator-000001,2023-04-20 10:08:54.998934782+00:00,4,2,Loan Officer-000004|Loan Officer-000002,2,2,0.0016300000000000203,Loan Officer-000004,Loan Officer-000004,true,highest_valid_agent_bid,"[33, 34]",2023-04-20 10:08:54.998934782+00:00
4,Check credit history,Check application form completeness,Clerk-000006,2023-04-20 10:14:25.330133537+00:00,8,2,Clerk-000005|Clerk-000002,2,2,0.0008150000000000102,Clerk-000005,Clerk-000005,true,highest_valid_agent_bid,"[35, 36]",2023-04-20 10:14:25.330133537+00:00
3,Applicant completes form,Return application back to applicant,Clerk-000004,2023-04-20 10:16:05.253422781+00:00,1,1,Applicant-000001,1,1,0.0,Applicant-000001,Applicant-000001,true,highest_valid_agent_bid,[37],2023-04-20 10:16:05.253422781+00:00
2,Check credit history,Check application form completeness,Clerk-000008,2023-04-20 10:17:58.899831429+00:00,8,2,Clerk-000002|Clerk-000004,2,2,0.0008159999999999834,Clerk-000002,Clerk-000002,true,highest_valid_agent_bid,"[38, 39]",2023-04-20 10:17:58.899831429+00:00
4,Appraise property,Check credit history,Clerk-000005,2023-04-20 10:17:54.216225655+00:00,2,2,Appraiser-000001|Appraiser-000002,2,2,0.010602,Appraiser-000001,Appraiser-000001,true,highest_valid_agent_bid,"[40, 41]",2023-04-20 10:17:54.216225655+00:00
2,Appraise property,Check credit history,Clerk-000002,2023-04-20 10:21:35.800874930+00:00,2,1,Appraiser-000002,1,1,0.0,Appraiser-000002,Appraiser-000002,true,highest_valid_agent_bid,[42],2023-04-20 10:21:35.800874930+00:00
1,Reject application,Assess loan risk,Loan Officer-000004,2023-04-20 10:28:54.998934782+00:00,8,2,Clerk-000004|Clerk-000003,2,2,0.00790200000000002,Clerk-000004,Clerk-000004,true,highest_valid_agent_bid,"[43, 44]",2023-04-20 10:28:54.998934782+00:00
3,Check application form completeness,Applicant completes form,Applicant-000001,2023-04-20 11:16:05.253422781+00:00,8,2,Clerk-000007|Clerk-000003,2,2,0.0036810000000000453,Clerk-000007,Clerk-000007,true,highest_valid_agent_bid,"[45, 46]",2023-04-20 11:16:05.253422781+00:00
2,AML check,Appraise property,Appraiser-000002,2023-04-20 10:23:58.104435814+00:00,2,2,AML Investigator-000002|AML Investigator-000001,2,2,0.010602,AML Investigator-000002,AML Investigator-000002,true,highest_valid_agent_bid,"[47, 48]",2023-04-20 10:23:58.104435814+00:00
5,Check application form completeness,,,2023-04-20 10:30:00+00:00,8,2,Clerk-000003|Clerk-000001,2,2,0.04949999999999999,Clerk-000003,Clerk-000003,true,highest_valid_agent_bid,"[49, 50]",2023-04-20 10:30:00+00:00
3,Return application back to applicant,Check application form completeness,Clerk-000007,2023-04-20 11:53:35.649268984+00:00,8,2,Clerk-000006|Clerk-000007,2,2,0.0,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,"[51, 52]",2023-04-20 11:53:35.649268984+00:00
4,AML check,Appraise property,Appraiser-000001,2023-04-20 10:42:15.180243875+00:00,2,1,AML Investigator-000001,1,1,0.0,AML Investigator-000001,AML Investigator-000001,true,highest_valid_agent_bid,[53],2023-04-20 10:42:15.180243875+00:00
6,Check application form completeness,,,2023-04-20 11:00:00+00:00,8,2,Clerk-000001|Clerk-000008,2,2,0.001472000000000001,Clerk-000001,Clerk-000001,true,highest_valid_agent_bid,"[54, 55]",2023-04-20 11:00:00+00:00
2,Assess loan risk,AML check,AML Investigator-000002,2023-04-20 11:00:25.824222531+00:00,4,2,Loan Officer-000002|Loan Officer-000003,2,2,0.013048999999999977,Loan Officer-000002,Loan Officer-000002,true,highest_valid_agent_bid,"[56, 57]",2023-04-20 11:00:25.824222531+00:00
3,Applicant completes form,Return application back to applicant,Clerk-000006,2023-04-20 11:58:35.649268984+00:00,1,1,Applicant-000001,1,1,0.0,Applicant-000001,Applicant-000001,true,highest_valid_agent_bid,[58],2023-04-20 11:58:35.649268984+00:00
5,AML check,Check application form completeness,Clerk-000003,2023-04-20 13:44:17.976179357+00:00,2,2,AML Investigator-000002|AML Investigator-000001,2,2,0.010602999999999974,AML Investigator-000002,AML Investigator-000002,true,highest_valid_agent_bid,"[59, 60]",2023-04-20 13:44:17.976179357+00:00
4,Assess loan risk,AML check,AML Investigator-000001,2023-04-20 10:58:50.944334847+00:00,4,2,Loan Officer-000003|Loan Officer-000001,2,2,0.15298000000000006,Loan Officer-000003,Loan Officer-000003,true,highest_valid_agent_bid,"[61, 62]",2023-04-20 10:58:50.944334847+00:00
6,AML check,Check application form completeness,Clerk-000001,2023-04-20 11:01:45.481627120+00:00,2,1,AML Investigator-000001,1,1,0.0,AML Investigator-000001,AML Investigator-000001,true,highest_valid_agent_bid,[63],2023-04-20 11:01:45.481627120+00:00
2,Reject application,Assess loan risk,Loan Officer-000002,2023-04-20 11:20:25.824222531+00:00,8,2,Clerk-000008|Clerk-000004,2,2,0.00395100000000001,Clerk-000008,Clerk-000008,true,highest_valid_agent_bid,"[64, 65]",2023-04-20 11:20:25.824222531+00:00
7,Check application form completeness,,,2023-04-20 11:30:00+00:00,8,2,Clerk-000002|Clerk-000005,2,2,0.0022080000000000155,Clerk-000002,Clerk-000002,true,highest_valid_agent_bid,"[66, 67]",2023-04-20 11:30:00+00:00
3,Check application form completeness,Applicant completes form,Applicant-000001,2023-04-20 12:58:35.649268984+00:00,8,2,Clerk-000007|Clerk-000005,2,2,0.01177800000000001,Clerk-000007,Clerk-000007,true,highest_valid_agent_bid,"[68, 69]",2023-04-20 12:58:35.649268984+00:00
5,Appraise property,AML check,AML Investigator-000002,2023-04-20 14:08:37.571316818+00:00,2,2,Appraiser-000001|Appraiser-000002,2,2,0.010602999999999974,Appraiser-000001,Appraiser-000001,true,highest_valid_agent_bid,"[70, 71]",2023-04-20 14:08:37.571316818+00:00
6,Appraise property,AML check,AML Investigator-000001,2023-04-20 11:12:07.926039203+00:00,2,1,Appraiser-000002,1,1,0.0,Appraiser-000002,Appraiser-000002,true,highest_valid_agent_bid,[72],2023-04-20 11:12:07.926039203+00:00
4,Reject application,Assess loan risk,Loan Officer-000003,2023-04-20 11:18:50.944334847+00:00,8,2,Clerk-000004|Clerk-000005,2,2,0.003950999999999982,Clerk-000004,Clerk-000004,true,highest_valid_agent_bid,"[73, 74]",2023-04-20 11:18:50.944334847+00:00
8,Check application form completeness,,,2023-04-20 12:00:00+00:00,8,2,Clerk-000005|Clerk-000001,2,2,0.012235999999999997,Clerk-000005,Clerk-000005,true,highest_valid_agent_bid,"[75, 76]",2023-04-20 12:00:00+00:00
3,Appraise property,Check application form completeness,Clerk-000007,2023-04-20 14:30:14.312973331+00:00,2,1,Appraiser-000002,1,1,0.0,Appraiser-000002,Appraiser-000002,true,highest_valid_agent_bid,[77],2023-04-20 14:30:14.312973331+00:00
5,Check credit history,Appraise property,Appraiser-000001,2023-04-20 14:51:13.769243473+00:00,8,2,Clerk-000003|Clerk-000005,2,2,0.021011000000000002,Clerk-000003,Clerk-000003,true,highest_valid_agent_bid,"[78, 79]",2023-04-20 14:51:13.769243473+00:00
6,Check credit history,Appraise property,Appraiser-000002,2023-04-20 11:45:12.146162558+00:00,8,2,Clerk-000002|Clerk-000004,2,2,0.0008160000000000112,Clerk-000002,Clerk-000002,true,highest_valid_agent_bid,"[80, 81]",2023-04-20 11:45:12.146162558+00:00
8,Return application back to applicant,Check application form completeness,Clerk-000005,2023-04-20 12:18:43.826569495+00:00,8,2,Clerk-000006|Clerk-000005,2,2,0.03779100000000002,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,"[82, 83]",2023-04-20 12:18:43.826569495+00:00
9,Check application form completeness,,,2023-04-20 12:30:00+00:00,8,2,Clerk-000001|Clerk-000008,2,2,0.001472000000000001,Clerk-000001,Clerk-000001,true,highest_valid_agent_bid,"[84, 85]",2023-04-20 12:30:00+00:00
5,Assess loan risk,Check credit history,Clerk-000003,2023-04-20 14:54:26.558778318+00:00,4,2,Loan Officer-000001|Loan Officer-000004,2,2,0.007339999999999958,Loan Officer-000001,Loan Officer-000001,true,highest_valid_agent_bid,"[86, 87]",2023-04-20 14:54:26.558778318+00:00
3,Check credit history,Appraise property,Appraiser-000002,2023-04-20 14:54:54.844671967+00:00,8,2,Clerk-000005|Clerk-000004,2,2,0.0016309999999999936,Clerk-000005,Clerk-000005,true,highest_valid_agent_bid,"[88, 89]",2023-04-20 14:54:54.844671967+00:00
7,Appraise property,Check application form completeness,Clerk-000002,2023-04-20 11:44:25.721559274+00:00,2,2,Appraiser-000001|Appraiser-000002,2,2,0.02810199999999996,Appraiser-000001,Appraiser-000001,true,highest_valid_agent_bid,"[90, 91]",2023-04-20 11:44:25.721559274+00:00
6,Assess loan risk,Check credit history,Clerk-000002,2023-04-20 11:56:31.587586140+00:00,4,2,Loan Officer-000004|Loan Officer-000002,2,2,0.0016309999999999936,Loan Officer-000004,Loan Officer-000004,true,highest_valid_agent_bid,"[92, 93]",2023-04-20 11:56:31.587586140+00:00
8,Applicant completes form,Return application back to applicant,Clerk-000006,2023-04-20 12:23:43.826569495+00:00,1,1,Applicant-000001,1,1,0.0,Applicant-000001,,,highest_valid_agent_bid,[94],
9,Check credit history,Check application form completeness,Clerk-000001,2023-04-20 12:38:03.983772764+00:00,8,2,Clerk-000004|Clerk-000008,2,2,0.017942999999999987,Clerk-000004,Clerk-000004,true,highest_valid_agent_bid,"[95, 96]",2023-04-20 12:38:03.983772764+00:00
3,AML check,Check credit history,Clerk-000005,2023-04-20 15:25:55.881587264+00:00,2,2,AML Investigator-000002|AML Investigator-000001,2,2,0.010602,AML Investigator-000002,AML Investigator-000002,true,highest_valid_agent_bid,"[97, 98]",2023-04-20 15:25:55.881587264+00:00
5,Reject application,Assess loan risk,Loan Officer-000001,2023-04-21 07:14:26.558778318+00:00,8,2,Clerk-000008|Clerk-000003,2,2,0.011854000000000003,Clerk-000008,Clerk-000008,true,highest_valid_agent_bid,"[99, 100]",2023-04-21 07:14:26.558778318+00:00
6,Reject application,Assess loan risk,Loan Officer-000004,2023-04-20 12:16:31.587586140+00:00,8,1,Clerk-000002,1,1,0.0,Clerk-000002,Clerk-000002,true,highest_valid_agent_bid,[101],2023-04-20 12:16:31.587586140+00:00
7,AML check,Appraise property,Appraiser-000001,2023-04-20 12:20:26.924645512+00:00,2,1,AML Investigator-000001,1,1,0.0,AML Investigator-000001,AML Investigator-000001,true,highest_valid_agent_bid,[102],2023-04-20 12:20:26.924645512+00:00
8,Applicant completes form,Return application back to applicant,Clerk-000006,2023-04-20 12:58:35.649268984+00:00,1,1,Applicant-000001,1,1,0.0,Applicant-000001,Applicant-000001,true,highest_valid_agent_bid,[103],2023-04-20 12:58:35.649268984+00:00
9,Appraise property,Check credit history,Clerk-000004,2023-04-20 13:32:02.795277189+00:00,2,1,Appraiser-000001,1,1,0.0,Appraiser-000001,Appraiser-000001,true,highest_valid_agent_bid,[104],2023-04-20 13:32:02.795277189+00:00
3,Assess loan risk,AML check,AML Investigator-000002,2023-04-21 07:17:01.713733747+00:00,4,2,Loan Officer-000002|Loan Officer-000003,2,2,0.013049000000000033,Loan Officer-000002,Loan Officer-000002,true,highest_valid_agent_bid,"[105, 106]",2023-04-21 07:17:01.713733747+00:00
9,AML check,Appraise property,Appraiser-000001,2023-04-20 13:34:46.105347410+00:00,2,1,AML Investigator-000001,1,1,0.0,AML Investigator-000001,AML Investigator-000001,true,highest_valid_agent_bid,[107],2023-04-20 13:34:46.105347410+00:00
8,Check application form completeness,Applicant completes form,Applicant-000001,2023-04-20 13:58:35.649268984+00:00,8,2,Clerk-000001|Clerk-000006,2,2,0.0,Clerk-000001,Clerk-000001,true,highest_valid_agent_bid,"[108, 109]",2023-04-20 13:58:35.649268984+00:00
3,Design loan offer,Assess loan risk,Loan Officer-000002,2023-04-21 07:37:01.713733747+00:00,4,2,Loan Officer-000003|Loan Officer-000002,2,2,0.08194400000000002,Loan Officer-000003,Loan Officer-000003,true,highest_valid_agent_bid,"[110, 111]",2023-04-21 07:37:01.713733747+00:00
7,Check credit history,AML check,AML Investigator-000001,2023-04-20 12:45:52.849235705+00:00,8,2,Clerk-000006|Clerk-000002,2,2,0.0030140000000000167,Clerk-000002,Clerk-000002,true,highest_valid_agent_bid,"[112, 113]",2023-04-20 12:45:52.849235705+00:00
9,Assess loan risk,AML check,AML Investigator-000001,2023-04-20 13:45:13.800915730+00:00,4,1,Loan Officer-000004,1,1,0.0,Loan Officer-000004,Loan Officer-000004,true,highest_valid_agent_bid,[114],2023-04-20 13:45:13.800915730+00:00
8,Appraise property,Check application form completeness,Clerk-000001,2023-04-20 14:30:26.341846507+00:00,2,1,Appraiser-000001,1,1,0.0,Appraiser-000001,,,highest_valid_agent_bid,[115],
3,Approve loan offer,Design loan offer,Loan Officer-000003,2023-04-21 07:58:56.251660300+00:00,2,2,Senior Officer-000001|Senior Officer-000002,2,2,0.0,Senior Officer-000001,Senior Officer-000001,true,highest_valid_agent_bid,"[116, 117]",2023-04-21 07:58:56.251660300+00:00
7,Assess loan risk,Check credit history,Clerk-000002,2023-04-20 12:56:04.464544631+00:00,4,2,Loan Officer-000001|Loan Officer-000002,2,2,0.00897199999999998,Loan Officer-000001,Loan Officer-000001,true,highest_valid_agent_bid,"[118, 119]",2023-04-20 12:56:04.464544631+00:00
9,Design loan offer,Assess loan risk,Loan Officer-000004,2023-04-20 14:05:13.800915730+00:00,4,2,Loan Officer-000004|Loan Officer-000001,2,2,0.00972300000000001,Loan Officer-000004,Loan Officer-000004,true,highest_valid_agent_bid,"[120, 121]",2023-04-20 14:05:13.800915730+00:00
8,AML check,Check application form completeness,Clerk-000001,2023-04-20 14:54:54.844671967+00:00,2,1,AML Investigator-000001,1,1,0.0,AML Investigator-000001,AML Investigator-000001,true,highest_valid_agent_bid,[122],2023-04-20 14:54:54.844671967+00:00
3,Cancel application,Approve loan offer,Senior Officer-000001,2023-04-21 08:18:56.251660300+00:00,8,2,Clerk-000007|Clerk-000003,2,2,0.008966000000000002,Clerk-000007,Clerk-000007,true,highest_valid_agent_bid,"[123, 124]",2023-04-21 08:18:56.251660300+00:00
7,Design loan offer,Assess loan risk,Loan Officer-000001,2023-04-20 13:16:04.464544631+00:00,4,1,Loan Officer-000001,1,1,0.0,Loan Officer-000001,Loan Officer-000001,true,highest_valid_agent_bid,[125],2023-04-20 13:16:04.464544631+00:00
9,Approve loan offer,Design loan offer,Loan Officer-000004,2023-04-20 14:18:52.547972960+00:00,2,1,Senior Officer-000002,1,1,0.0,Senior Officer-000002,Senior Officer-000002,true,highest_valid_agent_bid,[126],2023-04-20 14:18:52.547972960+00:00
8,Appraise property,AML check,AML Investigator-000001,2023-04-20 14:55:18.653128248+00:00,2,2,Appraiser-000002|Appraiser-000001,2,2,0.0010640000000000094,Appraiser-000002,Appraiser-000002,true,highest_valid_agent_bid,"[127, 128]",2023-04-20 14:55:18.653128248+00:00
7,Approve loan offer,Design loan offer,Loan Officer-000001,2023-04-20 13:16:46.927629573+00:00,2,2,Senior Officer-000001|Senior Officer-000002,2,2,0.0,Senior Officer-000001,Senior Officer-000001,true,highest_valid_agent_bid,"[129, 130]",2023-04-20 13:16:46.927629573+00:00
9,Cancel application,Approve loan offer,Senior Officer-000002,2023-04-20 14:38:52.547972960+00:00,8,2,Clerk-000004|Clerk-000006,2,2,0.024654999999999982,Clerk-000004,Clerk-000004,true,highest_valid_agent_bid,"[131, 132]",2023-04-20 14:38:52.547972960+00:00
8,Check credit history,Appraise property,Appraiser-000002,2023-04-20 14:56:06.439106286+00:00,8,2,Clerk-000003|Clerk-000006,2,2,0.02484,Clerk-000003,Clerk-000003,true,highest_valid_agent_bid,"[133, 134]",2023-04-20 14:56:06.439106286+00:00
7,Cancel application,Approve loan offer,Senior Officer-000001,2023-04-20 13:36:46.927629573+00:00,8,2,Clerk-000006|Clerk-000002,2,2,0.0024139999999999995,Clerk-000002,Clerk-000002,true,highest_valid_agent_bid,"[135, 136]",2023-04-20 13:36:46.927629573+00:00
8,Assess loan risk,Check credit history,Clerk-000003,2023-04-20 15:41:06.800498565+00:00,4,2,Loan Officer-000001|Loan Officer-000004,2,2,0.007339999999999985,Loan Officer-000001,Loan Officer-000004,false,highest_valid_agent_bid,"[137, 138]",2023-04-20 15:41:06.800498565+00:00
8,Design loan offer,Assess loan risk,Loan Officer-000004,2023-04-21 07:20:00.000000565+00:00,4,2,Loan Officer-000001|Loan Officer-000004,2,2,0.0019440000000000013,Loan Officer-000001,Loan Officer-000001,true,highest_valid_agent_bid,"[139, 140]",2023-04-21 07:20:00.000000565+00:00
8,Approve loan offer,Design loan offer,Loan Officer-000001,2023-04-21 07:54:45.307394260+00:00,2,2,Senior Officer-000002|Senior Officer-000001,2,2,0.058333000000000024,Senior Officer-000002,Senior Officer-000002,true,highest_valid_agent_bid,"[141, 142]",2023-04-21 07:54:45.307394260+00:00
8,Approve application,Approve loan offer,Senior Officer-000002,2023-04-21 08:14:45.307394260+00:00,8,2,Clerk-000008|Clerk-000005,2,2,0.007304000000000005,Clerk-000008,Clerk-000008,true,highest_valid_agent_bid,"[143, 144]",2023-04-21 08:14:45.307394260+00:00
