case_id,activity,resource,agent_type,valid,accept,suitability,expected_delay_minutes,reason,memory_items,error_type,selected
0,Reject application,Clerk-000001,Role 1,true,true,0.27576,0.0,The task is feasible and the score combines local experience and workload.,1,,true
0,Reject application,Clerk-000008,Role 1,true,true,0.263906,0.0,The task is feasible and the score combines local experience and workload.,1,,false
3,Applicant completes form,Applicant-000001,Role 6,true,true,0.825,0.0,The task is feasible and the score combines local experience and workload.,1,,true
4,Check application form completeness,Clerk-000006,Role 1,true,true,0.264807,0.0,The task is feasible and the score combines local experience and workload.,1,,true
4,Check application form completeness,Clerk-000008,Role 1,true,true,0.263335,0.0,The task is feasible and the score combines local experience and workload.,1,,false
2,Check application form completeness,Clerk-000008,Role 1,true,true,0.263335,0.0,The task is feasible and the score combines local experience and workload.,1,,true
2,Check application form completeness,Clerk-000007,Role 1,true,true,0.259655,0.0,The task is feasible and the score combines local experience and workload.,1,,false
1,Assess loan risk,Loan Officer-000004,Role 2,true,true,0.514742,0.0,The task is feasible and the score combines local experience and workload.,0,,true
1,Assess loan risk,Loan Officer-000002,Role 2,true,true,0.513112,0.0,The task is feasible and the score combines local experience and workload.,0,,false
4,Check credit history,Clerk-000005,Role 1,true,true,0.265527,0.0,The task is feasible and the score combines local experience and workload.,1,,true
4,Check credit history,Clerk-000002,Role 1,true,true,0.264712,0.0,The task is feasible and the score combines local experience and workload.,1,,false
3,Applicant completes form,Applicant-000001,Role 6,true,true,0.825,0.0,The task is feasible and the score combines local experience and workload.,1,,true
2,Check credit history,Clerk-000002,Role 1,true,true,0.264712,0.0,The task is feasible and the score combines local experience and workload.,1,,true
2,Check credit history,Clerk-000004,Role 1,true,true,0.263896,0.0,The task is feasible and the score combines local experience and workload.,1,,false
4,Appraise property,Appraiser-000001,Role 4,true,true,0.505301,0.0,The task is feasible and the score combines local experience and workload.,1,,true
4,Appraise property,Appraiser-000002,Role 4,true,true,0.494699,0.0,The task is feasible and the score combines local experience and workload.,1,,false
2,Appraise property,Appraiser-000002,Role 4,true,true,0.494699,0.0,The task is feasible and the score combines local experience and workload.,1,,true
1,Reject application,Clerk-000004,Role 1,true,true,0.259954,0.0,The task is feasible and the score combines local experience and workload.,1,,true
1,Reject application,Clerk-000003,Role 1,true,true,0.252052,0.0,The task is feasible and the score combines local experience and workload.,1,,false
3,Check application form completeness,Clerk-000007,Role 1,true,true,0.259655,0.0,The task is feasible and the score combines local experience and workload.,1,,true
3,Check application form completeness,Clerk-000003,Role 1,true,true,0.255974,0.0,The task is feasible and the score combines local experience and workload.,1,,false
2,AML check,AML Investigator-000002,Role 3,true,true,0.505301,0.0,The task is feasible and the score combines local experience and workload.,1,,true
2,AML check,AML Investigator-000001,Role 3,true,true,0.494699,0.0,The task is feasible and the score combines local experience and workload.,1,,false
5,Check application form completeness,Clerk-000003,Role 1,true,true,0.255974,0.0,The task is feasible and the score combines local experience and workload.,1,,true
5,Check application form completeness,Clerk-000001,Role 1,true,true,0.206474,0.0,The task is feasible and the score combines local experience and workload.,2,,false
3,Return application back to applicant,Clerk-000006,Role 1,true,true,0.237597,0.0,The task is feasible and the score combines local experience and workload.,2,,true
3,Return application back to applicant,Clerk-000007,Role 1,true,true,0.237597,0.0,The task is feasible and the score combines local experience and workload.,2,,false
4,AML check,AML Investigator-000001,Role 3,true,true,0.494699,0.0,The task is feasible and the score combines local experience and workload.,1,,true
6,Check application form completeness,Clerk-000001,Role 1,true,true,0.206474,0.0,The task is feasible and the score combines local experience and workload.,2,,true
6,Check application form completeness,Clerk-000008,Role 1,true,true,0.205002,0.0,The task is feasible and the score combines local experience and workload.,2,,false
2,Assess loan risk,Loan Officer-000002,Role 2,true,true,0.513112,0.0,The task is feasible and the score combines local experience and workload.,0,,true
2,Assess loan risk,Loan Officer-000003,Role 2,true,true,0.500063,0.0,The task is feasible and the score combines local experience and workload.,0,,false
3,Applicant completes form,Applicant-000001,Role 6,true,true,0.766667,0.0,The task is feasible and the score combines local experience and workload.,2,,true
5,AML check,AML Investigator-000002,Role 3,true,true,0.446968,0.0,The task is feasible and the score combines local experience and workload.,2,,true
5,AML check,AML Investigator-000001,Role 3,true,true,0.436365,0.0,The task is feasible and the score combines local experience and workload.,2,,false
4,Assess loan risk,Loan Officer-000003,Role 2,true,true,0.500063,0.0,The task is feasible and the score combines local experience and workload.,0,,true
4,Assess loan risk,Loan Officer-000001,Role 2,true,true,0.347083,0.0,The task is feasible and the score combines local experience and workload.,1,,false
6,AML check,AML Investigator-000001,Role 3,true,true,0.436365,0.0,The task is feasible and the score combines local experience and workload.,2,,true
2,Reject application,Clerk-000008,Role 1,true,true,0.205572,0.0,The task is feasible and the score combines local experience and workload.,2,,true
2,Reject application,Clerk-000004,Role 1,true,true,0.201621,0.0,The task is feasible and the score combines local experience and workload.,2,,false
7,Check application form completeness,Clerk-000002,Role 1,true,true,0.191751,0.0,The task is feasible and the score combines local experience and workload.,2,,true
7,Check application form completeness,Clerk-000005,Role 1,true,true,0.189543,0.0,The task is feasible and the score combines local experience and workload.,2,,false
3,Check application form completeness,Clerk-000007,Role 1,true,true,0.201321,0.0,The task is feasible and the score combines local experience and workload.,2,,true
3,Check application form completeness,Clerk-000005,Role 1,true,true,0.189543,0.0,The task is feasible and the score combines local experience and workload.,2,,false
5,Appraise property,Appraiser-000001,Role 4,true,true,0.446968,0.0,The task is feasible and the score combines local experience and workload.,2,,true
5,Appraise property,Appraiser-000002,Role 4,true,true,0.436365,0.0,The task is feasible and the score combines local experience and workload.,2,,false
6,Appraise property,Appraiser-000002,Role 4,true,true,0.436365,0.0,The task is feasible and the score combines local experience and workload.,2,,true
4,Reject application,Clerk-000004,Role 1,true,true,0.201621,0.0,The task is feasible and the score combines local experience and workload.,2,,true
4,Reject application,Clerk-000005,Role 1,true,true,0.19767,0.0,The task is feasible and the score combines local experience and workload.,2,,false
8,Check application form completeness,Clerk-000005,Role 1,true,true,0.189543,0.0,The task is feasible and the score combines local experience and workload.,2,,true
8,Check application form completeness,Clerk-000001,Role 1,true,true,0.177307,0.0,The task is feasible and the score combines local experience and workload.,3,,false
3,Appraise property,Appraiser-000002,Role 4,true,true,0.407199,0.0,The task is feasible and the score combines local experience and workload.,3,,true
5,Check credit history,Clerk-000003,Role 1,true,true,0.199038,0.0,The task is feasible and the score combines local experience and workload.,2,,true
5,Check credit history,Clerk-000005,Role 1,true,true,0.178027,0.0,The task is feasible and the score combines local experience and workload.,3,,false
6,Check credit history,Clerk-000002,Role 1,true,true,0.177212,0.0,The task is feasible and the score combines local experience and workload.,3,,true
6,Check credit history,Clerk-000004,Role 1,true,true,0.176396,0.0,The task is feasible and the score combines local experience and workload.,3,,false
8,Return application back to applicant,Clerk-000006,Role 1,true,true,0.208431,0.0,The task is feasible and the score combines local experience and workload.,3,,true
8,Return application back to applicant,Clerk-000005,Role 1,true,true,0.17064,0.0,The task is feasible and the score combines local experience and workload.,3,,false
9,Check application form completeness,Clerk-000001,Role 1,true,true,0.177307,0.0,The task is feasible and the score combines local experience and workload.,3,,true
9,Check application form completeness,Clerk-000008,Role 1,true,true,0.175835,0.0,The task is feasible and the score combines local experience and workload.,3,,false
5,Assess loan risk,Loan Officer-000001,Role 2,true,true,0.347083,0.0,The task is feasible and the score combines local experience and workload.,1,,true
5,Assess loan risk,Loan Officer-000004,Role 2,true,true,0.339743,0.0,The task is feasible and the score combines local experience and workload.,1,,false
3,Check credit history,Clerk-000005,Role 1,true,true,0.178027,0.0,The task is feasible and the score combines local experience and workload.,3,,true
3,Check credit history,Clerk-000004,Role 1,true,true,0.176396,0.0,The task is feasible and the score combines local experience and workload.,3,,false
7,Appraise property,Appraiser-000001,Role 4,true,true,0.417801,0.0,The task is feasible and the score combines local experience and workload.,3,,true
7,Appraise property,Appraiser-000002,Role 4,true,true,0.389699,0.0,The task is feasible and the score combines local experience and workload.,3,,false
6,Assess loan risk,Loan Officer-000004,Role 2,true,true,0.339743,0.0,The task is feasible and the score combines local experience and workload.,1,,true
6,Assess loan risk,Loan Officer-000002,Role 2,true,true,0.338112,0.0,The task is feasible and the score combines local experience and workload.,1,,false
8,Applicant completes form,Applicant-000001,Role 6,true,true,0.7375,0.0,The task is feasible and the score combines local experience and workload.,3,,true
9,Check credit history,Clerk-000004,Role 1,true,true,0.176396,0.0,The task is feasible and the score combines local experience and workload.,3,,true
9,Check credit history,Clerk-000008,Role 1,true,true,0.158453,0.0,The task is feasible and the score combines local experience and workload.,3,,false
3,AML check,AML Investigator-000002,Role 3,true,true,0.417801,0.0,The task is feasible and the score combines local experience and workload.,3,,true
3,AML check,AML Investigator-000001,Role 3,true,true,0.407199,0.0,The task is feasible and the score combines local experience and workload.,3,,false
5,Reject application,Clerk-000008,Role 1,true,true,0.176406,0.0,The task is feasible and the score combines local experience and workload.,3,,true
5,Reject application,Clerk-000003,Role 1,true,true,0.164552,0.0,The task is feasible and the score combines local experience and workload.,3,,false
6,Reject application,Clerk-000002,Role 1,true,true,0.1431,0.0,The task is feasible and the score combines local experience and workload.,3,,true
7,AML check,AML Investigator-000001,Role 3,true,true,0.407199,0.0,The task is feasible and the score combines local experience and workload.,3,,true
8,Applicant completes form,Applicant-000001,Role 6,true,true,0.7375,0.0,The task is feasible and the score combines local experience and workload.,3,,true
9,Appraise property,Appraiser-000001,Role 4,true,true,0.400301,0.0,The task is feasible and the score combines local experience and workload.,3,,true
3,Assess loan risk,Loan Officer-000002,Role 2,true,true,0.338112,0.0,The task is feasible and the score combines local experience and workload.,1,,true
3,Assess loan risk,Loan Officer-000003,Role 2,true,true,0.325063,0.0,The task is feasible and the score combines local experience and workload.,1,,false
9,AML check,AML Investigator-000001,Role 3,true,true,0.389699,0.0,The task is feasible and the score combines local experience and workload.,3,,true
8,Check application form completeness,Clerk-000001,Role 1,true,true,0.159807,0.0,The task is feasible and the score combines local experience and workload.,3,,true
8,Check application form completeness,Clerk-000006,Role 1,true,true,0.159807,0.0,The task is feasible and the score combines local experience and workload.,3,,false
3,Design loan offer,Loan Officer-000003,Role 2,true,true,0.358333,0.0,The task is feasible and the score combines local experience and workload.,1,,true
3,Design loan offer,Loan Officer-000002,Role 2,true,true,0.276389,0.0,The task is feasible and the score combines local experience and workload.,2,,false
7,Check credit history,Clerk-000006,Role 1,true,true,0.145031,0.0,The task is feasible and the score combines local experience and workload.,3,,false
7,Check credit history,Clerk-000002,Role 1,true,true,0.148045,0.0,The task is feasible and the score combines local experience and workload.,3,,true
9,Assess loan risk,Loan Officer-000004,Role 2,true,true,0.281409,0.0,The task is feasible and the score combines local experience and workload.,2,,true
8,Appraise property,Appraiser-000001,Role 4,true,true,0.388635,0.0,The task is feasible and the score combines local experience and workload.,3,,true
3,Approve loan offer,Senior Officer-000001,Role 5,true,true,0.675,0.0,The task is feasible and the score combines local experience and workload.,0,,true
3,Approve loan offer,Senior Officer-000002,Role 5,true,true,0.675,0.0,The task is feasible and the score combines local experience and workload.,0,,false
7,Assess loan risk,Loan Officer-000001,Role 2,true,true,0.28875,0.0,The task is feasible and the score combines local experience and workload.,2,,true
7,Assess loan risk,Loan Officer-000002,Role 2,true,true,0.279778,0.0,The task is feasible and the score combines local experience and workload.,2,,false
9,Design loan offer,Loan Officer-000004,Role 2,true,true,0.245834,0.0,The task is feasible and the score combines local experience and workload.,3,,true
9,Design loan offer,Loan Officer-000001,Role 2,true,true,0.236111,0.0,The task is feasible and the score combines local experience and workload.,3,,false
8,AML check,AML Investigator-000001,Role 3,true,true,0.378032,0.0,The task is feasible and the score combines local experience and workload.,3,,true
3,Cancel application,Clerk-000007,Role 1,true,true,0.170431,0.0,The task is feasible and the score combines local experience and workload.,3,,true
3,Cancel application,Clerk-000003,Role 1,true,true,0.161465,0.0,The task is feasible and the score combines local experience and workload.,3,,false
7,Design loan offer,Loan Officer-000001,Role 2,true,true,0.236111,0.0,The task is feasible and the score combines local experience and workload.,3,,true
9,Approve loan offer,Senior Officer-000002,Role 5,true,true,0.675,0.0,The task is feasible and the score combines local experience and workload.,0,,true
8,Appraise property,Appraiser-000002,Role 4,true,true,0.389699,0.0,The task is feasible and the score combines local experience and workload.,3,,true
8,Appraise property,Appraiser-000001,Role 4,true,true,0.388635,0.0,The task is feasible and the score combines local experience and workload.,3,,false
7,Approve loan offer,Senior Officer-000001,Role 5,true,true,0.5,0.0,The task is feasible and the score combines local experience and workload.,1,,true
7,Approve loan offer,Senior Officer-000002,Role 5,true,true,0.5,0.0,The task is feasible and the score combines local experience and workload.,1,,false
9,Cancel application,Clerk-000004,Role 1,true,true,0.159655,0.0,The task is feasible and the score combines local experience and workload.,3,,true
9,Cancel application,Clerk-000006,Role 1,true,true,0.135,0.0,The task is feasible and the score combines local experience and workload.,3,,false
8,Check credit history,Clerk-000003,Role 1,true,true,0.169871,0.0,The task is feasible and the score combines local experience and workload.,3,,true
8,Check credit history,Clerk-000006,Role 1,true,true,0.145031,0.0,The task is feasible and the score combines local experience and workload.,3,,false
7,Cancel application,Clerk-000006,Role 1,true,true,0.135,0.0,The task is feasible and the score combines local experience and workload.,3,,false
7,Cancel application,Clerk-000002,Role 1,true,true,0.137414,0.0,The task is feasible and the score combines local experience and workload.,3,,true
8,Assess loan risk,Loan Officer-000001,Role 2,true,true,0.242083,0.0,The task is feasible and the score combines local experience and workload.,3,,true
8,Assess loan risk,Loan Officer-000004,Role 2,true,true,0.234743,0.0,The task is feasible and the score combines local experience and workload.,3,,false
8,Design loan offer,Loan Officer-000001,Role 2,true,true,0.218611,0.0,The task is feasible and the score combines local experience and workload.,3,,true
8,Design loan offer,Loan Officer-000004,Role 2,true,true,0.216667,0.0,The task is feasible and the score combines local experience and workload.,3,,false
8,Approve loan offer,Senior Officer-000002,Role 5,true,true,0.5,0.0,The task is feasible and the score combines local experience and workload.,1,,true
8,Approve loan offer,Senior Officer-000001,Role 5,true,true,0.441667,0.0,The task is feasible and the score combines local experience and workload.,2,,false
8,Approve application,Clerk-000008,Role 1,true,true,0.164944,0.0,The task is feasible and the score combines local experience and workload.,3,,true
8,Approve application,Clerk-000005,Role 1,true,true,0.15764,0.0,The task is feasible and the score combines local experience and workload.,3,,false
