case_id,activity,previous_activity,previous_resource,decision_timestamp,candidate_count,shortlist_count,shortlist_resources,valid_bid_count,accepted_bid_count,bid_score_range,proposed_resource,executed_resource,proposal_accepted,selection_rule,bid_indices,execution_timestamp
2,AML check,Check credit history,Clerk-000005,2023-04-20 13:30:25.262975448+00:00,2,2,AML Investigator-000001|AML Investigator-000002,2,2,0.01631200000000005,AML Investigator-000002,AML Investigator-000002,true,highest_valid_agent_bid,"[62, 63]",2023-04-20 13:30:25.262975448+00:00
4,Appraise property,Check credit history,Clerk-000004,2023-04-20 09:59:11.879907665+00:00,2,2,Appraiser-000001|Appraiser-000002,2,2,0.01631200000000005,Appraiser-000001,,,highest_valid_agent_bid,"[64, 65]",
6,Applicant completes form,Return application back to applicant,Clerk-000007,2023-04-20 10:07:52.219795725+00:00,1,1,Applicant-000001,1,1,0.0,Applicant-000001,,,highest_valid_agent_bid,[66],
3,AML check,Appraise property,Appraiser-000002,2023-04-20 10:11:52.532045380+00:00,2,1,AML Investigator-000001,1,1,0.0,AML Investigator-000001,AML Investigator-000001,true,highest_valid_agent_bid,[67],2023-04-20 10:11:52.532045380+00:00
8,Check application form completeness,,,2023-04-20 10:30:00+00:00,8,2,Clerk-000004|Clerk-000006,2,2,0.394677,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,"[68, 69]",2023-04-20 10:30:00+00:00
1,Approve application,Approve loan offer,Senior Officer-000001,2023-04-20 11:00:42.786399362+00:00,8,2,Clerk-000004|Clerk-000002,2,2,0.0,Clerk-000002,Clerk-000002,true,highest_valid_agent_bid,"[70, 71]",2023-04-20 11:00:42.786399362+00:00
7,Check credit history,Check application form completeness,Clerk-000001,2023-04-20 11:09:38.504312124+00:00,8,2,Clerk-000004|Clerk-000007,2,2,0.136763,Clerk-000004,Clerk-000004,true,highest_valid_agent_bid,"[72, 73]",2023-04-20 11:09:38.504312124+00:00
5,Appraise property,AML check,AML Investigator-000002,2023-04-20 12:38:58.771821906+00:00,2,2,Appraiser-000001|Appraiser-000002,2,2,0.01631200000000005,Appraiser-000001,Appraiser-000001,true,highest_valid_agent_bid,"[74, 75]",2023-04-20 12:38:58.771821906+00:00
2,Appraise property,AML check,AML Investigator-000002,2023-04-20 13:42:56.649819401+00:00,2,2,Appraiser-000001|Appraiser-000002,2,2,0.01631200000000005,Appraiser-000001,Appraiser-000001,true,highest_valid_agent_bid,"[76, 77]",2023-04-20 13:42:56.649819401+00:00
4,Appraise property,Check credit history,Clerk-000004,2023-04-20 10:11:52.532045380+00:00,2,1,Appraiser-000002,1,1,0.0,Appraiser-000002,Appraiser-000002,true,highest_valid_agent_bid,[78],2023-04-20 10:11:52.532045380+00:00
3,Assess loan risk,AML check,AML Investigator-000001,2023-04-20 10:16:07.781533716+00:00,4,1,Loan Officer-000002,1,1,0.0,Loan Officer-000002,Loan Officer-000002,true,highest_valid_agent_bid,[79],2023-04-20 10:16:07.781533716+00:00
9,Check application form completeness,,,2023-04-20 10:48:45+00:00,8,1,Clerk-000007,1,1,0.0,Clerk-000007,Clerk-000007,true,highest_valid_agent_bid,[80],2023-04-20 10:48:45+00:00
8,Check credit history,Check application form completeness,Clerk-000006,2023-04-20 10:55:17.830082295+00:00,8,2,Clerk-000006|Clerk-000007,2,2,0.384567,Clerk-000007,Clerk-000007,true,highest_valid_agent_bid,"[81, 82]",2023-04-20 10:55:17.830082295+00:00
6,Applicant completes form,Return application back to applicant,Clerk-000007,2023-04-20 11:02:28.914809172+00:00,1,1,Applicant-000001,1,1,0.0,Applicant-000001,Applicant-000001,true,highest_valid_agent_bid,[83],2023-04-20 11:02:28.914809172+00:00
5,Assess loan risk,Appraise property,Appraiser-000001,2023-04-20 12:41:31.228919227+00:00,4,2,Loan Officer-000001|Loan Officer-000004,2,2,0.011292999999999997,Loan Officer-000001,Loan Officer-000001,true,highest_valid_agent_bid,"[84, 85]",2023-04-20 12:41:31.228919227+00:00
2,Assess loan risk,Appraise property,Appraiser-000001,2023-04-20 13:50:11.778150631+00:00,4,2,Loan Officer-000004|Loan Officer-000002,2,2,0.0034500000000000086,Loan Officer-000004,Loan Officer-000004,true,highest_valid_agent_bid,"[86, 87]",2023-04-20 13:50:11.778150631+00:00
3,Design loan offer,Assess loan risk,Loan Officer-000002,2023-04-20 10:36:07.781533716+00:00,4,1,Loan Officer-000002,1,1,0.0,Loan Officer-000002,Loan Officer-000002,true,highest_valid_agent_bid,[88],2023-04-20 10:36:07.781533716+00:00
4,AML check,Appraise property,Appraiser-000002,2023-04-20 10:51:02.158364789+00:00,2,1,AML Investigator-000001,1,1,0.0,AML Investigator-000001,AML Investigator-000001,true,highest_valid_agent_bid,[89],2023-04-20 10:51:02.158364789+00:00
9,Check credit history,Check application form completeness,Clerk-000007,2023-04-20 10:53:32.074056554+00:00,8,2,Clerk-000005|Clerk-000004,2,2,0.0025090000000000112,Clerk-000005,Clerk-000005,true,highest_valid_agent_bid,"[90, 91]",2023-04-20 10:53:32.074056554+00:00
8,AML check,Check credit history,Clerk-000007,2023-04-20 11:07:40.298167+00:00,2,2,AML Investigator-000002|AML Investigator-000001,2,2,0.01631200000000005,AML Investigator-000002,,,highest_valid_agent_bid,"[92, 93]",
7,AML check,Check credit history,Clerk-000004,2023-04-20 11:19:52.419141075+00:00,2,1,AML Investigator-000001,1,1,0.0,AML Investigator-000001,AML Investigator-000001,true,highest_valid_agent_bid,[94],2023-04-20 11:19:52.419141075+00:00
6,Check application form completeness,Applicant completes form,Applicant-000001,2023-04-20 12:02:28.914809172+00:00,8,2,Clerk-000008|Clerk-000004,2,2,0.030576999999999993,Clerk-000008,Clerk-000008,true,highest_valid_agent_bid,"[95, 96]",2023-04-20 12:02:28.914809172+00:00
5,Design loan offer,Assess loan risk,Loan Officer-000001,2023-04-20 13:01:31.228919227+00:00,4,2,Loan Officer-000003|Loan Officer-000002,2,2,0.036324999999999996,Loan Officer-000003,Loan Officer-000003,true,highest_valid_agent_bid,"[97, 98]",2023-04-20 13:01:31.228919227+00:00
2,Reject application,Assess loan risk,Loan Officer-000004,2023-04-20 14:10:11.778150631+00:00,8,2,Clerk-000004|Clerk-000003,2,2,0.0,Clerk-000004,Clerk-000004,true,highest_valid_agent_bid,"[99, 100]",2023-04-20 14:10:11.778150631+00:00
3,Approve loan offer,Design loan offer,Loan Officer-000002,2023-04-20 10:42:42.106156469+00:00,2,1,Senior Officer-000002,1,1,0.0,Senior Officer-000002,Senior Officer-000002,true,highest_valid_agent_bid,[101],2023-04-20 10:42:42.106156469+00:00
9,Appraise property,Check credit history,Clerk-000005,2023-04-20 11:03:16.304956683+00:00,2,1,Appraiser-000002,1,1,0.0,Appraiser-000002,Appraiser-000002,true,highest_valid_agent_bid,[102],2023-04-20 11:03:16.304956683+00:00
4,Assess loan risk,AML check,AML Investigator-000001,2023-04-20 11:11:22.049086704+00:00,4,1,Loan Officer-000002,1,1,0.0,Loan Officer-000002,Loan Officer-000002,true,highest_valid_agent_bid,[103],2023-04-20 11:11:22.049086704+00:00
8,AML check,Check credit history,Clerk-000007,2023-04-20 11:11:22.049086704+00:00,2,2,AML Investigator-000002|AML Investigator-000001,2,2,0.01631200000000005,AML Investigator-000002,AML Investigator-000001,false,highest_valid_agent_bid,"[104, 105]",2023-04-20 11:11:22.049086704+00:00
7,Appraise property,AML check,AML Investigator-000001,2023-04-20 12:01:56.945421917+00:00,2,1,Appraiser-000002,1,1,0.0,Appraiser-000002,Appraiser-000002,true,highest_valid_agent_bid,[106],2023-04-20 12:01:56.945421917+00:00
6,Appraise property,Check application form completeness,Clerk-000008,2023-04-20 12:34:40.068943364+00:00,2,2,Appraiser-000001|Appraiser-000002,2,2,0.01631200000000005,Appraiser-000001,,,highest_valid_agent_bid,"[107, 108]",
5,Approve loan offer,Design loan offer,Loan Officer-000003,2023-04-20 13:04:51.069560895+00:00,2,2,Senior Officer-000001|Senior Officer-000002,2,2,0.0,Senior Officer-000002,Senior Officer-000002,true,highest_valid_agent_bid,"[109, 110]",2023-04-20 13:04:51.069560895+00:00
3,Cancel application,Approve loan offer,Senior Officer-000002,2023-04-20 11:02:42.106156469+00:00,8,1,Clerk-000006,1,1,0.0,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,[111],2023-04-20 11:02:42.106156469+00:00
8,Appraise property,AML check,AML Investigator-000001,2023-04-20 11:17:31.851766541+00:00,2,2,Appraiser-000001|Appraiser-000002,2,2,0.01631200000000005,Appraiser-000001,Appraiser-000001,true,highest_valid_agent_bid,"[112, 113]",2023-04-20 11:17:31.851766541+00:00
9,AML check,Appraise property,Appraiser-000002,2023-04-20 11:30:22.116348343+00:00,2,1,AML Investigator-000001,1,1,0.0,AML Investigator-000001,,,highest_valid_agent_bid,[114],
4,Reject application,Assess loan risk,Loan Officer-000002,2023-04-20 11:31:22.049086704+00:00,8,2,Clerk-000001|Clerk-000005,2,2,0.0,Clerk-000005,Clerk-000005,true,highest_valid_agent_bid,"[115, 116]",2023-04-20 11:31:22.049086704+00:00
7,Assess loan risk,Appraise property,Appraiser-000002,2023-04-20 12:46:55.338642927+00:00,4,1,Loan Officer-000002,1,1,0.0,Loan Officer-000002,Loan Officer-000002,true,highest_valid_agent_bid,[117],2023-04-20 12:46:55.338642927+00:00
6,Appraise property,Check application form completeness,Clerk-000008,2023-04-20 12:46:55.338642927+00:00,2,2,Appraiser-000001|Appraiser-000002,2,2,0.01631200000000005,Appraiser-000001,Appraiser-000002,false,highest_valid_agent_bid,"[118, 119]",2023-04-20 12:46:55.338642927+00:00
5,Approve application,Approve loan offer,Senior Officer-000002,2023-04-20 13:24:51.069560895+00:00,8,2,Clerk-000003|Clerk-000008,2,2,0.0,Clerk-000008,Clerk-000008,true,highest_valid_agent_bid,"[120, 121]",2023-04-20 13:24:51.069560895+00:00
6,Check credit history,Appraise property,Appraiser-000002,2023-04-20 12:48:02.769127041+00:00,8,2,Clerk-000001|Clerk-000005,2,2,0.139272,Clerk-000005,Clerk-000005,true,highest_valid_agent_bid,"[122, 123]",2023-04-20 12:48:02.769127041+00:00
7,Design loan offer,Assess loan risk,Loan Officer-000002,2023-04-20 13:06:55.338642927+00:00,4,2,Loan Officer-000003|Loan Officer-000001,2,2,0.271368,Loan Officer-000003,Loan Officer-000003,true,highest_valid_agent_bid,"[124, 125]",2023-04-20 13:06:55.338642927+00:00
8,Assess loan risk,Appraise property,Appraiser-000001,2023-04-20 11:18:17.089332071+00:00,4,2,Loan Officer-000001|Loan Officer-000004,2,2,0.011292999999999997,Loan Officer-000001,Loan Officer-000003,false,highest_valid_agent_bid,"[126, 127]",2023-04-20 11:18:17.089332071+00:00
9,AML check,Appraise property,Appraiser-000002,2023-04-20 12:38:58.771821906+00:00,2,1,AML Investigator-000001,1,1,0.0,AML Investigator-000001,AML Investigator-000001,true,highest_valid_agent_bid,[128],2023-04-20 12:38:58.771821906+00:00
6,AML check,Check credit history,Clerk-000005,2023-04-20 13:05:02.386798030+00:00,2,1,AML Investigator-000001,1,1,0.0,AML Investigator-000001,AML Investigator-000001,true,highest_valid_agent_bid,[129],2023-04-20 13:05:02.386798030+00:00
7,Approve loan offer,Design loan offer,Loan Officer-000003,2023-04-20 13:12:34.647497201+00:00,2,1,Senior Officer-000001,1,1,0.0,Senior Officer-000001,Senior Officer-000001,true,highest_valid_agent_bid,[130],2023-04-20 13:12:34.647497201+00:00
8,Design loan offer,Assess loan risk,Loan Officer-000003,2023-04-20 11:38:17.089332071+00:00,4,1,Loan Officer-000003,1,1,0.0,Loan Officer-000003,Loan Officer-000003,true,highest_valid_agent_bid,[131],2023-04-20 11:38:17.089332071+00:00
9,Assess loan risk,AML check,AML Investigator-000001,2023-04-20 12:40:59.386414187+00:00,4,1,Loan Officer-000003,1,1,0.0,Loan Officer-000003,Loan Officer-000003,true,highest_valid_agent_bid,[132],2023-04-20 12:40:59.386414187+00:00
7,Approve application,Approve loan offer,Senior Officer-000001,2023-04-20 13:32:34.647497201+00:00,8,2,Clerk-000003|Clerk-000001,2,2,0.0,Clerk-000001,Clerk-000001,true,highest_valid_agent_bid,"[133, 134]",2023-04-20 13:32:34.647497201+00:00
6,Assess loan risk,AML check,AML Investigator-000001,2023-04-20 13:47:33.388503314+00:00,4,2,Loan Officer-000001|Loan Officer-000002,2,2,0.235257,Loan Officer-000002,Loan Officer-000002,true,highest_valid_agent_bid,"[135, 136]",2023-04-20 13:47:33.388503314+00:00
8,Approve loan offer,Design loan offer,Loan Officer-000003,2023-04-20 11:47:31.984373582+00:00,2,2,Senior Officer-000001|Senior Officer-000002,2,2,0.0,Senior Officer-000001,Senior Officer-000001,true,highest_valid_agent_bid,"[137, 138]",2023-04-20 11:47:31.984373582+00:00
9,Reject application,Assess loan risk,Loan Officer-000003,2023-04-20 13:00:59.386414187+00:00,8,2,Clerk-000002|Clerk-000006,2,2,0.0,Clerk-000002,Clerk-000002,true,highest_valid_agent_bid,"[139, 140]",2023-04-20 13:00:59.386414187+00:00
8,Cancel application,Approve loan offer,Senior Officer-000001,2023-04-20 12:07:31.984373582+00:00,8,2,Clerk-000006|Clerk-000007,2,2,0.6724140000000001,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,"[141, 142]",2023-04-20 12:07:31.984373582+00:00
6,Design loan offer,Assess loan risk,Loan Officer-000002,2023-04-20 14:07:33.388503314+00:00,4,2,Loan Officer-000001|Loan Officer-000002,2,2,0.271368,Loan Officer-000002,Loan Officer-000002,true,highest_valid_agent_bid,"[143, 144]",2023-04-20 14:07:33.388503314+00:00
6,Approve loan offer,Design loan offer,Loan Officer-000002,2023-04-20 14:18:00.656628177+00:00,2,2,Senior Officer-000002|Senior Officer-000001,2,2,0.0,Senior Officer-000002,Senior Officer-000002,true,highest_valid_agent_bid,"[145, 146]",2023-04-20 14:18:00.656628177+00:00
6,Cancel application,Approve loan offer,Senior Officer-000002,2023-04-20 14:38:00.656628177+00:00,8,2,Clerk-000003|Clerk-000004,2,2,0.38620699999999997,Clerk-000004,Clerk-000004,true,highest_valid_agent_bid,"[147, 148]",2023-04-20 14:38:00.656628177+00:00
