case_id,activity,resource,agent_type,valid,accept,suitability,expected_delay_minutes,reason,memory_items,error_type,selected
3,AML check,AML Investigator-000002,Role 3,true,true,0.505301,0.0,The task is feasible and the score combines local experience and workload.,1,,true
3,AML check,AML Investigator-000001,Role 3,true,true,0.494699,0.0,The task is feasible and the score combines local experience and workload.,1,,false
4,Check application form completeness,Clerk-000001,Role 1,true,true,0.264807,0.0,The task is feasible and the score combines local experience and workload.,1,,true
4,Check application form completeness,Clerk-000006,Role 1,true,true,0.264807,0.0,The task is feasible and the score combines local experience and workload.,1,,false
2,AML check,AML Investigator-000001,Role 3,true,true,0.494699,0.0,The task is feasible and the score combines local experience and workload.,1,,true
1,Assess loan risk,Loan Officer-000004,Role 2,true,true,0.514742,0.0,The task is feasible and the score combines local experience and workload.,0,,true
1,Assess loan risk,Loan Officer-000002,Role 2,true,true,0.513112,0.0,The task is feasible and the score combines local experience and workload.,0,,false
4,Appraise property,Appraiser-000001,Role 4,true,true,0.505301,0.0,The task is feasible and the score combines local experience and workload.,1,,true
5,Check application form completeness,Clerk-000006,Role 1,true,true,0.264807,0.0,The task is feasible and the score combines local experience and workload.,1,,true
5,Check application form completeness,Clerk-000008,Role 1,true,true,0.263335,0.0,The task is feasible and the score combines local experience and workload.,1,,false
3,Appraise property,Appraiser-000001,Role 4,true,true,0.446968,0.0,The task is feasible and the score combines local experience and workload.,2,,true
2,Appraise property,Appraiser-000001,Role 4,true,true,0.417801,0.0,The task is feasible and the score combines local experience and workload.,3,,true
1,Design loan offer,Loan Officer-000003,Role 2,true,true,0.533333,0.0,The task is feasible and the score combines local experience and workload.,0,,true
1,Design loan offer,Loan Officer-000002,Role 2,true,true,0.509722,0.0,The task is feasible and the score combines local experience and workload.,0,,false
4,Check credit history,Clerk-000005,Role 1,true,true,0.265527,0.0,The task is feasible and the score combines local experience and workload.,1,,true
4,Check credit history,Clerk-000002,Role 1,true,true,0.264712,0.0,The task is feasible and the score combines local experience and workload.,1,,false
3,Check credit history,Clerk-000002,Role 1,true,true,0.264712,0.0,The task is feasible and the score combines local experience and workload.,1,,true
3,Check credit history,Clerk-000004,Role 1,true,true,0.263896,0.0,The task is feasible and the score combines local experience and workload.,1,,false
5,Check credit history,Clerk-000004,Role 1,true,true,0.263896,0.0,The task is feasible and the score combines local experience and workload.,1,,true
5,Check credit history,Clerk-000003,Role 1,true,true,0.257371,0.0,The task is feasible and the score combines local experience and workload.,1,,false
6,Check application form completeness,Clerk-000008,Role 1,true,true,0.263335,0.0,The task is feasible and the score combines local experience and workload.,1,,true
6,Check application form completeness,Clerk-000007,Role 1,true,true,0.259655,0.0,The task is feasible and the score combines local experience and workload.,1,,false
2,Assess loan risk,Loan Officer-000002,Role 2,true,true,0.513112,0.0,The task is feasible and the score combines local experience and workload.,0,,true
2,Assess loan risk,Loan Officer-000001,Role 2,true,true,0.347083,0.0,The task is feasible and the score combines local experience and workload.,1,,false
1,Approve loan offer,Senior Officer-000001,Role 5,true,true,0.675,0.0,The task is feasible and the score combines local experience and workload.,0,,true
1,Approve loan offer,Senior Officer-000002,Role 5,true,true,0.675,0.0,The task is feasible and the score combines local experience and workload.,0,,false
3,Assess loan risk,Loan Officer-000001,Role 2,true,true,0.347083,0.0,The task is feasible and the score combines local experience and workload.,1,,true
6,AML check,AML Investigator-000002,Role 3,true,true,0.446968,0.0,The task is feasible and the score combines local experience and workload.,2,,true
6,AML check,AML Investigator-000001,Role 3,true,true,0.436365,0.0,The task is feasible and the score combines local experience and workload.,2,,false
4,AML check,AML Investigator-000001,Role 3,true,true,0.436365,0.0,The task is feasible and the score combines local experience and workload.,2,,true
7,Check application form completeness,Clerk-000007,Role 1,true,true,0.259655,0.0,The task is feasible and the score combines local experience and workload.,1,,true
7,Check application form completeness,Clerk-000003,Role 1,true,true,0.255974,0.0,The task is feasible and the score combines local experience and workload.,1,,false
2,Design loan offer,Loan Officer-000002,Role 2,true,true,0.334722,0.0,The task is feasible and the score combines local experience and workload.,1,,true
2,Design loan offer,Loan Officer-000001,Role 2,true,true,0.265277,0.0,The task is feasible and the score combines local experience and workload.,2,,false
5,AML check,AML Investigator-000002,Role 3,true,true,0.417801,0.0,The task is feasible and the score combines local experience and workload.,3,,true
5,AML check,AML Investigator-000001,Role 3,true,true,0.407199,0.0,The task is feasible and the score combines local experience and workload.,3,,false
1,Cancel application,Clerk-000003,Role 1,true,true,0.248965,0.0,The task is feasible and the score combines local experience and workload.,1,,true
1,Cancel application,Clerk-000005,Role 1,true,true,0.208563,0.0,The task is feasible and the score combines local experience and workload.,2,,false
4,Assess loan risk,Loan Officer-000004,Role 2,true,true,0.339743,0.0,The task is feasible and the score combines local experience and workload.,1,,true
4,Assess loan risk,Loan Officer-000003,Role 2,true,true,0.325063,0.0,The task is feasible and the score combines local experience and workload.,1,,false
3,Design loan offer,Loan Officer-000001,Role 2,true,true,0.265277,0.0,The task is feasible and the score combines local experience and workload.,2,,true
2,Approve loan offer,Senior Officer-000002,Role 5,true,true,0.675,0.0,The task is feasible and the score combines local experience and workload.,0,,true
7,Check credit history,Clerk-000005,Role 1,true,true,0.207193,0.0,The task is feasible and the score combines local experience and workload.,2,,true
7,Check credit history,Clerk-000002,Role 1,true,true,0.206378,0.0,The task is feasible and the score combines local experience and workload.,2,,false
6,Check credit history,Clerk-000002,Role 1,true,true,0.206378,0.0,The task is feasible and the score combines local experience and workload.,2,,true
6,Check credit history,Clerk-000007,Role 1,true,true,0.196591,0.0,The task is feasible and the score combines local experience and workload.,2,,false
8,Check application form completeness,Clerk-000001,Role 1,true,true,0.206474,0.0,The task is feasible and the score combines local experience and workload.,2,,true
8,Check application form completeness,Clerk-000006,Role 1,true,true,0.206474,0.0,The task is feasible and the score combines local experience and workload.,2,,false
5,Appraise property,Appraiser-000002,Role 4,true,true,0.494699,0.0,The task is feasible and the score combines local experience and workload.,1,,true
5,Appraise property,Appraiser-000001,Role 4,true,true,0.400301,0.0,The task is feasible and the score combines local experience and workload.,3,,false
3,Approve loan offer,Senior Officer-000001,Role 5,true,true,0.5,0.0,The task is feasible and the score combines local experience and workload.,1,,true
3,Approve loan offer,Senior Officer-000002,Role 5,true,true,0.5,0.0,The task is feasible and the score combines local experience and workload.,1,,false
4,Reject application,Clerk-000008,Role 1,true,true,0.205572,0.0,The task is feasible and the score combines local experience and workload.,2,,true
4,Reject application,Clerk-000007,Role 1,true,true,0.193718,0.0,The task is feasible and the score combines local experience and workload.,2,,false
2,Cancel application,Clerk-000007,Role 1,true,true,0.199598,0.0,The task is feasible and the score combines local experience and workload.,2,,true
2,Cancel application,Clerk-000006,Role 1,true,true,0.181667,0.0,The task is feasible and the score combines local experience and workload.,2,,false
7,Appraise property,Appraiser-000001,Role 4,true,true,0.400301,0.0,The task is feasible and the score combines local experience and workload.,3,,true
8,Check credit history,Clerk-000004,Role 1,true,true,0.205563,0.0,The task is feasible and the score combines local experience and workload.,2,,true
8,Check credit history,Clerk-000006,Role 1,true,true,0.191698,0.0,The task is feasible and the score combines local experience and workload.,2,,false
9,Check application form completeness,Clerk-000006,Role 1,true,true,0.206474,0.0,The task is feasible and the score combines local experience and workload.,2,,true
9,Check application form completeness,Clerk-000001,Role 1,true,true,0.177307,0.0,The task is feasible and the score combines local experience and workload.,3,,false
6,Appraise property,Appraiser-000001,Role 4,true,true,0.388635,0.0,The task is feasible and the score combines local experience and workload.,3,,true
5,Assess loan risk,Loan Officer-000003,Role 2,true,true,0.325063,0.0,The task is feasible and the score combines local experience and workload.,1,,true
5,Assess loan risk,Loan Officer-000004,Role 2,true,true,0.281409,0.0,The task is feasible and the score combines local experience and workload.,2,,false
7,AML check,AML Investigator-000001,Role 3,true,true,0.407199,0.0,The task is feasible and the score combines local experience and workload.,3,,true
3,Cancel application,Clerk-000005,Role 1,true,true,0.179396,0.0,The task is feasible and the score combines local experience and workload.,3,,true
3,Cancel application,Clerk-000007,Role 1,true,true,0.170431,0.0,The task is feasible and the score combines local experience and workload.,3,,false
8,Appraise property,Appraiser-000002,Role 4,true,true,0.436365,0.0,The task is feasible and the score combines local experience and workload.,2,,true
8,Appraise property,Appraiser-000001,Role 4,true,true,0.380301,0.0,The task is feasible and the score combines local experience and workload.,3,,false
9,Check credit history,Clerk-000004,Role 1,true,true,0.176396,0.0,The task is feasible and the score combines local experience and workload.,3,,true
9,Check credit history,Clerk-000007,Role 1,true,true,0.167425,0.0,The task is feasible and the score combines local experience and workload.,3,,false
5,Reject application,Clerk-000003,Role 1,true,true,0.193718,0.0,The task is feasible and the score combines local experience and workload.,2,,true
5,Reject application,Clerk-000001,Role 1,true,true,0.18826,0.0,The task is feasible and the score combines local experience and workload.,3,,false
6,Assess loan risk,Loan Officer-000004,Role 2,true,true,0.281409,0.0,The task is feasible and the score combines local experience and workload.,2,,true
6,Assess loan risk,Loan Officer-000002,Role 2,true,true,0.279778,0.0,The task is feasible and the score combines local experience and workload.,2,,false
8,AML check,AML Investigator-000002,Role 3,true,true,0.400301,0.0,The task is feasible and the score combines local experience and workload.,3,,true
9,Appraise property,Appraiser-000001,Role 4,true,true,0.374051,0.0,The task is feasible and the score combines local experience and workload.,3,,true
7,Assess loan risk,Loan Officer-000002,Role 2,true,true,0.279778,0.0,The task is feasible and the score combines local experience and workload.,2,,true
7,Assess loan risk,Loan Officer-000001,Role 2,true,true,0.259583,0.0,The task is feasible and the score combines local experience and workload.,3,,false
9,Appraise property,Appraiser-000002,Role 4,true,true,0.436365,0.0,The task is feasible and the score combines local experience and workload.,2,,true
9,Appraise property,Appraiser-000001,Role 4,true,true,0.374051,0.0,The task is feasible and the score combines local experience and workload.,3,,false
7,Design loan offer,Loan Officer-000003,Role 2,true,true,0.3,0.0,The task is feasible and the score combines local experience and workload.,2,,true
7,Design loan offer,Loan Officer-000002,Role 2,true,true,0.247222,0.0,The task is feasible and the score combines local experience and workload.,3,,false
6,Design loan offer,Loan Officer-000003,Role 2,true,true,0.270833,0.0,The task is feasible and the score combines local experience and workload.,3,,true
6,Design loan offer,Loan Officer-000002,Role 2,true,true,0.247222,0.0,The task is feasible and the score combines local experience and workload.,3,,false
8,Assess loan risk,Loan Officer-000001,Role 2,true,true,0.259583,0.0,The task is feasible and the score combines local experience and workload.,3,,true
7,Approve loan offer,Senior Officer-000002,Role 5,true,true,0.5,0.0,The task is feasible and the score combines local experience and workload.,1,,true
7,Approve loan offer,Senior Officer-000001,Role 5,true,true,0.441667,0.0,The task is feasible and the score combines local experience and workload.,2,,false
9,AML check,AML Investigator-000001,Role 3,true,true,0.389699,0.0,The task is feasible and the score combines local experience and workload.,3,,true
9,AML check,AML Investigator-000002,Role 3,true,true,0.388635,0.0,The task is feasible and the score combines local experience and workload.,3,,false
6,Approve loan offer,Senior Officer-000001,Role 5,true,true,0.441667,0.0,The task is feasible and the score combines local experience and workload.,2,,true
6,Approve loan offer,Senior Officer-000002,Role 5,true,true,0.441667,0.0,The task is feasible and the score combines local experience and workload.,2,,false
8,Design loan offer,Loan Officer-000001,Role 2,true,true,0.218611,0.0,The task is feasible and the score combines local experience and workload.,3,,true
7,Cancel application,Clerk-000002,Role 1,true,true,0.174914,0.0,The task is feasible and the score combines local experience and workload.,3,,true
7,Cancel application,Clerk-000001,Role 1,true,true,0.170431,0.0,The task is feasible and the score combines local experience and workload.,3,,false
6,Cancel application,Clerk-000001,Role 1,true,true,0.170431,0.0,The task is feasible and the score combines local experience and workload.,3,,true
6,Cancel application,Clerk-000007,Role 1,true,true,0.170431,0.0,The task is feasible and the score combines local experience and workload.,3,,false
9,Assess loan risk,Loan Officer-000004,Role 2,true,true,0.252243,0.0,The task is feasible and the score combines local experience and workload.,3,,true
9,Assess loan risk,Loan Officer-000002,Role 2,true,true,0.250612,0.0,The task is feasible and the score combines local experience and workload.,3,,false
8,Approve loan offer,Senior Officer-000002,Role 5,true,true,0.441667,0.0,The task is feasible and the score combines local experience and workload.,2,,true
8,Approve loan offer,Senior Officer-000001,Role 5,true,true,0.4125,0.0,The task is feasible and the score combines local experience and workload.,3,,false
9,Design loan offer,Loan Officer-000002,Role 2,true,true,0.247222,0.0,The task is feasible and the score combines local experience and workload.,3,,false
9,Design loan offer,Loan Officer-000003,Role 2,true,true,0.253333,0.0,The task is feasible and the score combines local experience and workload.,3,,true
8,Cancel application,Clerk-000007,Role 1,true,true,0.170431,0.0,The task is feasible and the score combines local experience and workload.,3,,true
8,Cancel application,Clerk-000008,Role 1,true,true,0.163707,0.0,The task is feasible and the score combines local experience and workload.,3,,false
9,Approve loan offer,Senior Officer-000002,Role 5,true,true,0.441667,0.0,The task is feasible and the score combines local experience and workload.,2,,true
9,Approve loan offer,Senior Officer-000001,Role 5,true,true,0.395,0.0,The task is feasible and the score combines local experience and workload.,3,,false
9,Cancel application,Clerk-000008,Role 1,true,true,0.163707,0.0,The task is feasible and the score combines local experience and workload.,3,,true
9,Cancel application,Clerk-000003,Role 1,true,true,0.161465,0.0,The task is feasible and the score combines local experience and workload.,3,,false
